%Data collected from Android phone

@RELATION phone

%Battery
@ATTRIBUTE Batt_Voltage  		NUMERIC
@ATTRIBUTE Batt_Current   		NUMERIC
@ATTRIBUTE Batt_Temp  			NUMERIC
@ATTRIBUTE Batt_Percent_Level   NUMERIC

%Network
@ATTRIBUTE Local_TX_Packet_Delta	NUMERIC
@ATTRIBUTE Local_TX_Byte_Delta   	NUMERIC
@ATTRIBUTE Local_RX_Packet_Delta  	NUMERIC
@ATTRIBUTE Local_RX_Byte_Delta   	NUMERIC
@ATTRIBUTE Mobile_TX_Packet_Delta  	NUMERIC
@ATTRIBUTE Mobile_TX_Byte_Delta   	NUMERIC
@ATTRIBUTE Mobile_RX_Packet_Delta  	NUMERIC
@ATTRIBUTE Mobile_RX_Byte_Delta   	NUMERIC

%Memory
@ATTRIBUTE Memory_Available  	NUMERIC
@ATTRIBUTE Memory_Percentage   	NUMERIC

%CPU
@ATTRIBUTE Load_Avg_1_min	NUMERIC
@ATTRIBUTE Load_Avg_5_min  	NUMERIC
@ATTRIBUTE Load_Avg_15_min  NUMERIC
@ATTRIBUTE Running_Entities	NUMERIC
@ATTRIBUTE Total_Entities   NUMERIC

@ATTRIBUTE Class        {Normal,Infected}


@DATA
4197,2,291,1.0,2,304726,0,0,0,0,0,0,130,0.16441256,10.96,5.54,4.6,1,972,Infected
4197,2,291,1.0,2,305068,0,0,0,0,0,0,129,0.16380072,10.96,5.54,4.6,1,977,Infected
4197,2,291,1.0,0,305068,0,0,0,0,0,0,129,0.16357374,10.24,5.48,4.58,3,976,Infected
4197,2,291,1.0,3,305581,0,0,0,0,0,0,129,0.1635244,10.24,5.48,4.58,1,976,Infected
4197,2,291,1.0,2,305923,0,0,0,0,0,0,129,0.1638698,10.24,5.48,4.58,1,975,Infected
4197,2,291,1.0,0,305923,0,0,0,0,0,0,130,0.16463953,9.58,5.42,4.57,1,975,Infected
4197,2,291,1.0,0,305923,0,0,0,0,0,0,129,0.16379578,9.58,5.42,4.57,3,980,Infected
4197,2,291,1.0,0,305923,0,0,0,0,0,0,129,0.16408691,9.58,5.42,4.57,1,979,Infected
4197,2,291,1.0,1,306094,0,0,0,0,0,0,129,0.16357374,9.58,5.42,4.57,1,979,Infected
4197,2,291,1.0,3,306607,0,0,0,0,0,0,129,0.16403756,9.3,5.43,4.58,1,975,Infected
4197,2,291,1.0,2,306949,0,0,0,0,0,0,129,0.16340598,9.3,5.43,4.58,1,980,Infected
4197,2,291,1.0,0,306949,0,0,0,0,0,0,129,0.16399808,9.3,5.43,4.58,1,976,Infected
4197,2,291,1.0,0,306949,0,0,0,0,0,0,129,0.16361815,9.3,5.43,4.58,2,981,Infected
4197,2,291,1.0,0,306949,0,0,0,0,0,0,129,0.16378099,8.71,5.37,4.56,1,976,Infected
4197,2,291,1.0,0,306949,0,0,0,0,0,0,129,0.16367736,8.71,5.37,4.56,2,977,Infected
4197,2,291,1.0,0,306949,0,0,0,0,0,0,129,0.16357374,8.71,5.37,4.56,1,976,Infected
4197,2,291,1.0,2,307291,0,0,0,0,0,0,129,0.16335663,8.71,5.37,4.56,1,976,Infected
4197,2,291,1.0,4,307975,0,0,0,0,0,0,129,0.16297671,9.3,5.55,4.63,1,976,Infected
4197,2,291,1.0,1,308146,0,0,0,0,0,0,128,0.16217244,9.3,5.55,4.63,4,981,Infected
4197,2,291,1.0,0,308146,0,0,0,0,0,0,128,0.16219217,9.3,5.55,4.63,1,981,Infected
4197,2,291,1.0,3,308659,0,0,0,0,0,0,128,0.16177276,9.3,5.55,4.63,2,983,Infected
4197,2,291,1.0,3,309172,0,0,0,0,0,0,128,0.16202441,8.71,5.49,4.61,1,978,Infected
4197,2,291,1.0,16,310811,13,1228,0,0,0,0,129,0.16393395,7.53,5.34,4.57,1,978,Infected
4197,2,291,1.0,3,311324,0,0,0,0,0,0,128,0.16276947,7.53,5.34,4.57,6,984,Infected
4197,2,291,1.0,0,311324,0,0,0,0,0,0,128,0.16284348,7.53,5.34,4.57,1,985,Infected
4197,2,291,1.0,4,312008,0,0,0,0,0,0,129,0.1634948,7.53,5.34,4.57,1,980,Infected
4197,2,291,1.0,7,312932,2,180,0,0,0,0,129,0.16321355,7.16,5.3,4.56,1,981,Infected
4197,2,291,1.0,12,314165,10,900,0,0,0,0,129,0.16308525,6.67,5.23,4.55,1,980,Infected
4197,2,291,1.0,0,314165,0,0,0,0,0,0,128,0.16274974,6.22,5.16,4.53,1,980,Infected
4196,2,275,1.0,0,314165,0,0,0,0,0,0,128,0.16270038,6.22,5.16,4.53,1,981,Infected
4196,2,275,1.0,3,314678,0,0,0,0,0,0,128,0.16226125,5.8,5.09,4.51,1,981,Infected
4196,2,275,1.0,1,314849,0,0,0,0,0,0,127,0.16142243,5.8,5.09,4.51,1,986,Infected
4196,2,275,1.0,0,314849,0,0,0,0,0,0,127,0.16090928,5.8,5.09,4.51,5,990,Infected
4196,2,275,1.0,4,315533,0,0,0,0,0,0,127,0.16159514,5.81,5.11,4.52,1,985,Infected
4196,2,275,1.0,2,315875,0,0,0,0,0,0,127,0.1610721,5.81,5.11,4.52,1,991,Infected
4196,2,275,1.0,3,316388,0,0,0,0,0,0,126,0.16009513,5.81,5.11,4.52,1,990,Infected
4196,2,275,1.0,3,316901,0,0,0,0,0,0,126,0.16008526,5.81,5.11,4.52,1,990,Infected
4196,2,275,1.0,3,317414,0,0,0,0,0,0,127,0.16071685,5.43,5.04,4.5,1,986,Infected
4196,2,275,1.0,3,317927,0,0,0,0,0,0,127,0.1604652,5.43,5.04,4.5,2,991,Infected
4196,2,275,1.0,3,318440,0,0,0,0,0,0,127,0.16090435,5.43,5.04,4.5,1,986,Infected
4196,2,275,1.0,2,318782,0,0,0,0,0,0,127,0.16073658,5.43,5.04,4.5,1,986,Infected
4196,2,275,1.0,0,318782,0,0,0,0,0,0,126,0.1600902,5.43,5.04,4.5,3,990,Infected
4196,2,275,1.0,0,318782,0,0,0,0,0,0,126,0.15981881,5.31,5.02,4.49,1,991,Infected
4196,2,275,1.0,0,318782,0,0,0,0,0,0,127,0.16057868,5.31,5.02,4.49,1,986,Infected
4196,2,275,1.0,11,319934,8,800,0,0,0,0,127,0.16145697,65.11,17.42,8.51,1,986,Infected
4196,2,275,1.0,5,320421,5,428,0,0,0,0,128,0.1625573,59.97,17.15,8.47,1,986,Infected
4196,2,275,1.0,0,320421,0,0,0,0,0,0,128,0.162429,55.25,16.88,8.43,1,986,Infected
4196,2,275,1.0,3,320934,0,0,0,0,0,0,127,0.1608698,55.25,16.88,8.43,2,991,Infected
4196,2,275,1.0,0,320934,0,0,0,0,0,0,127,0.16151124,55.25,16.88,8.43,1,991,Infected
4196,2,275,1.0,1,321105,0,0,0,0,0,0,127,0.16113625,50.99,16.64,8.39,1,990,Infected
4196,2,275,1.0,3,321618,0,0,0,0,0,0,127,0.1614767,50.99,16.64,8.39,23,991,Infected
4196,2,275,1.0,3,322131,0,0,0,0,0,0,127,0.16148658,50.99,16.64,8.39,1,989,Infected
4196,2,275,1.0,2,322473,0,0,0,0,0,0,127,0.16117078,50.99,16.64,8.39,1,986,Infected
4196,2,275,1.0,1,322590,1,131,0,0,0,0,127,0.1610869,86.86,24.64,11.03,1,986,Infected
4196,2,275,1.0,0,322590,0,0,0,0,0,0,126,0.15991257,80.07,24.27,10.98,2,991,Infected
4196,2,275,1.0,0,322590,0,0,0,0,0,0,126,0.15963131,80.07,24.27,10.98,13,991,Infected
4196,2,275,1.0,3,323103,0,0,0,0,0,0,127,0.16051947,80.07,24.27,10.98,1,986,Infected
4196,2,275,1.0,15,324576,12,1080,0,0,0,0,126,0.160406,67.91,23.5,10.87,1,986,Infected
4196,2,275,1.0,0,324576,0,0,0,0,0,0,126,0.16004579,67.91,23.5,10.87,1,986,Infected
4208,2,265,1.0,1,324747,0,0,0,0,0,0,126,0.15946355,67.91,23.5,10.87,2,986,Infected
4208,2,265,1.0,0,324747,0,0,0,0,0,0,126,0.15931553,67.91,23.5,10.87,2,992,Infected
4208,2,265,1.0,3,325260,0,0,0,0,0,0,126,0.15935007,62.87,23.19,10.84,1,991,Infected
4208,2,265,1.0,15,326728,13,1228,0,0,0,0,126,0.16001618,53.36,22.46,10.74,1,987,Infected
4208,2,265,1.0,3,327241,0,0,0,0,0,0,126,0.15979908,53.36,22.46,10.74,1,987,Infected
4208,2,265,1.0,0,327241,0,0,0,0,0,0,126,0.15954743,117.47,36.27,15.27,1,987,Infected
4208,2,265,1.0,0,327241,0,0,0,0,0,0,125,0.15834843,117.47,36.27,15.27,2,993,Infected
4208,2,265,1.0,0,327241,0,0,0,0,0,0,125,0.15849152,117.47,36.27,15.27,1,992,Infected
4208,2,265,1.0,0,327241,0,0,0,0,0,0,125,0.15870368,117.47,36.27,15.27,2,993,Infected
4208,2,265,1.0,0,327241,0,0,0,0,0,0,126,0.16010994,117.47,36.27,15.27,1,988,Infected
4208,2,265,1.0,0,327241,0,0,0,0,0,0,126,0.1591971,117.47,36.27,15.27,1,992,Infected
4208,2,265,1.0,2,327583,0,0,0,0,0,0,126,0.1603073,108.23,35.7,15.19,1,988,Infected
4208,2,265,1.0,4,328267,0,0,0,0,0,0,126,0.16024315,108.23,35.7,15.19,1,988,Infected
4208,2,265,1.0,1,328438,0,0,0,0,0,0,126,0.15973493,99.72,35.14,15.12,3,993,Infected
4208,2,265,1.0,3,328951,0,0,0,0,0,0,125,0.15893559,99.72,35.14,15.12,2,996,Infected
4208,2,265,1.0,0,328951,0,0,0,0,0,0,126,0.15975468,99.72,35.14,15.12,1,995,Infected
4208,2,265,1.0,5,329806,0,0,0,0,0,0,126,0.15985335,99.72,35.14,15.12,1,991,Infected
4208,2,265,1.0,3,330319,0,0,0,0,0,0,126,0.15963624,91.82,34.57,15.05,1,991,Infected
4208,2,265,1.0,1,330490,0,0,0,0,0,0,125,0.15891093,91.82,34.57,15.05,2,996,Infected
4208,2,265,1.0,3,331003,0,0,0,0,0,0,125,0.15870862,91.82,34.57,15.05,1,995,Infected
4208,2,265,1.0,2,331345,0,0,0,0,0,0,127,0.16059348,84.62,34.03,14.98,1,991,Infected
4208,2,265,1.0,3,331858,0,0,0,0,0,0,126,0.16007046,84.62,34.03,14.98,3,992,Infected
4208,2,265,1.0,0,331858,0,0,0,0,0,0,126,0.15932539,84.62,34.03,14.98,1,995,Infected
4208,2,265,1.0,0,331858,0,0,0,0,0,0,126,0.16003592,84.62,34.03,14.98,1,991,Infected
4208,2,265,1.0,1,332029,0,0,0,0,0,0,126,0.15989776,87.94,35.56,15.57,1,991,Infected
4208,2,265,1.0,5,332884,0,0,0,0,0,0,126,0.15938461,135.83,46.36,19.18,1,995,Infected
4208,2,265,1.0,3,333397,0,0,0,0,0,0,126,0.15940434,135.83,46.36,19.18,1,991,Infected
4208,2,265,1.0,0,333397,0,0,0,0,0,0,125,0.15846191,167.15,54.34,21.9,2,995,Infected
4208,2,265,1.0,10,334470,6,540,0,0,0,0,125,0.15891586,167.15,54.34,21.9,1,991,Infected
4194,2,258,1.0,6,334916,7,568,0,0,0,0,125,0.15819547,153.85,53.45,21.79,1,998,Infected
4194,2,258,1.0,0,334916,0,0,0,0,0,0,126,0.1597892,141.61,52.58,21.68,1,995,Infected
4194,2,258,1.0,0,334916,0,0,0,0,0,0,125,0.1591083,141.61,52.58,21.68,1,1000,Infected
4194,2,258,1.0,1,335087,0,0,0,0,0,0,126,0.15915763,141.61,52.58,21.68,1,1000,Infected
4194,2,258,1.0,3,335600,0,0,0,0,0,0,125,0.15871355,141.61,52.58,21.68,1,1001,Infected
4194,2,258,1.0,2,335942,0,0,0,0,0,0,125,0.15897506,141.61,52.58,21.68,1,996,Infected
4194,2,258,1.0,15,337535,12,1200,0,0,0,0,125,0.15884678,120.07,50.9,21.46,1,996,Infected
4194,2,258,1.0,3,338048,0,0,0,0,0,0,125,0.15849152,110.54,50.07,21.35,1,996,Infected
4194,2,258,1.0,3,338561,0,0,0,0,0,0,122,0.15444054,101.76,49.26,21.24,1,996,Infected
4194,2,258,1.0,1,338732,0,0,0,0,0,0,121,0.15389778,101.76,49.26,21.24,1,1002,Infected
4194,2,258,1.0,3,339245,0,0,0,0,0,0,121,0.15332541,101.76,49.26,21.24,4,1002,Infected
4194,2,258,1.0,3,339758,0,0,0,0,0,0,121,0.15301949,101.76,49.26,21.24,3,1002,Infected
4194,2,258,1.0,2,340100,0,0,0,0,0,0,121,0.15372014,93.69,48.45,21.13,1,997,Infected
4194,2,258,1.0,3,340613,0,0,0,0,0,0,122,0.15438625,93.69,48.45,21.13,1,998,Infected
4194,2,258,1.0,0,340613,0,0,0,0,0,0,121,0.15330566,86.35,47.68,21.03,1,1003,Infected
4194,2,258,1.0,0,340613,0,0,0,0,0,0,121,0.15303428,86.35,47.68,21.03,1,1003,Infected
4194,2,258,1.0,0,340613,0,0,0,0,0,0,121,0.1538731,86.35,47.68,21.03,1,998,Infected
4194,2,258,1.0,0,340613,0,0,0,0,0,0,121,0.15374975,86.35,47.68,21.03,1,998,Infected
4194,2,258,1.0,0,340613,0,0,0,0,0,0,121,0.15357211,79.52,46.91,20.92,1,998,Infected
4194,2,258,1.0,3,341126,0,0,0,0,0,0,121,0.1532514,79.52,46.91,20.92,1,998,Infected
4194,2,258,1.0,1,341297,0,0,0,0,0,0,120,0.15220535,79.52,46.91,20.92,1,1003,Infected
4194,2,258,1.0,0,341297,0,0,0,0,0,0,121,0.15314777,73.31,46.16,20.82,1,1003,Infected
4194,2,258,1.0,3,341810,0,0,0,0,0,0,120,0.15224975,73.31,46.16,20.82,1,1003,Infected
4194,2,258,1.0,3,342323,0,0,0,0,0,0,120,0.15280731,73.31,46.16,20.82,1,998,Infected
4194,2,258,1.0,2,342665,0,0,0,0,0,0,121,0.15290107,67.52,45.41,20.72,1,998,Infected
4194,2,258,1.0,0,342665,0,0,0,0,0,0,122,0.15418889,67.52,45.41,20.72,1,997,Infected
4194,2,258,1.0,0,342665,0,0,0,0,0,0,122,0.15467738,67.52,45.41,20.72,1,1003,Infected
4194,2,258,1.0,0,342665,0,0,0,0,0,0,121,0.15394711,67.52,45.41,20.72,1,1002,Infected
4194,2,258,1.0,0,342665,0,0,0,0,0,0,121,0.15390271,62.35,44.71,20.62,3,1003,Infected
4194,2,258,1.0,16,344304,13,1228,0,0,0,0,122,0.15453428,57.44,43.98,20.52,1,998,Infected
4201,2,253,1.0,14,345606,12,1080,0,0,0,0,121,0.15358198,53.0,43.29,20.42,2,1001,Infected
4201,2,253,1.0,1,345777,0,0,0,0,0,0,121,0.15410008,48.84,42.58,20.31,1,999,Infected
4201,2,253,1.0,0,345777,0,0,0,0,0,0,121,0.15355732,48.84,42.58,20.31,1,1005,Infected
4201,2,253,1.0,0,345777,0,0,0,0,0,0,121,0.15297015,48.84,42.58,20.31,1,1005,Infected
4201,2,253,1.0,1,345948,0,0,0,0,0,0,121,0.15360665,48.84,42.58,20.31,1,1004,Infected
4201,2,253,1.0,2,346290,0,0,0,0,0,0,121,0.15353757,45.01,41.89,20.21,1,999,Infected
4201,2,253,1.0,3,346803,0,0,0,0,0,0,121,0.15323658,45.01,41.89,20.21,1,999,Infected
4201,2,253,1.0,3,347316,0,0,0,0,0,0,121,0.15308857,41.56,41.23,20.11,1,999,Infected
4201,2,253,1.0,1,347487,0,0,0,0,0,0,120,0.15237804,41.56,41.23,20.11,2,1005,Infected
4201,2,253,1.0,0,347487,0,0,0,0,0,0,120,0.15230402,41.56,41.23,20.11,2,1005,Infected
4201,2,253,1.0,4,348171,0,0,0,0,0,0,120,0.15265435,41.56,41.23,20.11,1,1000,Infected
4201,2,253,1.0,2,348513,0,0,0,0,0,0,119,0.15145534,41.56,41.23,20.11,1,1004,Infected
4201,2,253,1.0,2,348855,0,0,0,0,0,0,120,0.15238297,38.31,40.56,20.01,1,1000,Infected
4201,2,253,1.0,0,348855,0,0,0,0,0,0,120,0.1515935,38.31,40.56,20.01,2,1005,Infected
4201,2,253,1.0,0,348855,0,0,0,0,0,0,120,0.15170205,38.31,40.56,20.01,1,1006,Infected
4201,2,253,1.0,0,348855,0,0,0,0,0,0,120,0.15179087,38.31,40.56,20.01,1,1006,Infected
4201,2,253,1.0,0,348855,0,0,0,0,0,0,120,0.15168232,35.33,39.91,19.91,1,1001,Infected
4201,2,253,1.0,0,348855,0,0,0,0,0,0,120,0.15161817,35.33,39.91,19.91,1,1001,Infected
4201,2,253,1.0,0,348855,0,0,0,0,0,0,119,0.1505129,35.33,39.91,19.91,3,1006,Infected
4201,2,253,1.0,0,348855,0,0,0,0,0,0,119,0.15106554,35.33,39.91,19.91,1,1006,Infected
4201,2,253,1.0,2,349197,0,0,0,0,0,0,119,0.15144548,32.58,39.26,19.8,1,1001,Infected
4201,2,253,1.0,3,349710,0,0,0,0,0,0,120,0.15233856,32.58,39.26,19.8,1,1001,Infected
4201,2,253,1.0,2,350052,0,0,0,0,0,0,120,0.15168725,32.58,39.26,19.8,3,1006,Infected
4201,2,253,1.0,5,350907,0,0,0,0,0,0,119,0.15083364,30.13,38.64,19.71,1,1005,Infected
4201,2,253,1.0,0,350907,0,0,0,0,0,0,119,0.15150468,30.13,38.64,19.71,2,1001,Infected
4201,2,253,1.0,16,352546,13,1228,0,0,0,0,120,0.15235336,27.8,38.02,19.61,1,1001,Infected
4156,2,249,1.0,24,354442,24,2136,0,0,0,0,118,0.14918561,25.73,37.42,19.51,1,1023,Infected
4156,2,249,1.0,40,357937,37,3352,0,0,0,0,134,0.16941585,22.46,36.34,19.35,1,989,Infected
4156,2,249,1.0,53,362398,50,4448,0,0,0,0,142,0.17961484,19.3,35.2,19.17,1,1012,Infected
4156,2,249,1.0,3,362911,0,0,0,0,0,0,129,0.16308525,17.16,34.23,19.02,1,1017,Infected
4156,2,249,1.0,18,364586,15,1284,0,0,0,0,131,0.16648492,14.75,33.15,18.83,1,1014,Infected
4156,2,249,1.0,3,365099,0,0,0,0,0,0,131,0.16641091,13.3,32.24,18.69,1,1021,Infected
4171,2,258,1.0,3,365612,0,0,0,0,0,0,131,0.16627276,11.64,31.26,18.52,1,1021,Infected
4171,2,258,1.0,5,366281,2,176,0,0,0,0,131,0.16622834,10.24,30.31,18.34,1,1021,Infected
4171,2,258,1.0,3,366794,0,0,0,0,0,0,131,0.16598164,9.11,29.41,18.18,1,1022,Infected
4171,2,258,1.0,3,367307,0,0,0,0,0,0,131,0.16583854,8.31,28.57,18.03,1,1022,Infected
4171,2,258,1.0,7,368100,4,292,0,0,0,0,131,0.16548328,7.26,27.68,17.85,1,1022,Infected
4171,2,258,1.0,3,368613,0,0,0,0,0,0,130,0.16542406,6.83,26.92,17.71,1,1022,Infected
4164,2,265,1.0,3,369126,0,0,0,0,0,0,130,0.16516256,6.09,26.1,17.54,1,1022,Infected
4164,2,265,1.0,5,369795,2,176,0,0,0,0,130,0.1648813,5.45,25.31,17.37,1,1022,Infected
4164,2,265,1.0,3,370308,0,0,0,0,0,0,130,0.16454084,4.99,24.55,17.21,1,1022,Infected
4164,2,265,1.0,3,370821,0,0,0,0,0,0,130,0.16542901,4.6,23.83,17.06,1,1022,Infected
4164,2,265,1.0,207,388458,204,19164,0,0,0,0,143,0.18080398,4.2,23.11,16.89,3,1034,Infected
4164,2,265,1.0,28,391153,25,2404,0,0,0,0,143,0.18123819,4.09,22.46,16.75,1,1034,Infected
4112,2,275,1.0,3,391666,0,0,0,0,0,0,145,0.1837201,3.84,21.81,16.6,2,1033,Infected
4112,2,275,1.0,27,394315,24,2376,0,0,0,0,145,0.18358687,3.78,21.2,16.46,2,1031,Infected
4112,2,275,1.0,3,394828,0,0,0,0,0,0,145,0.18380891,3.73,20.62,16.32,3,1031,Infected
4112,2,275,1.0,39,398641,36,3576,0,0,0,0,145,0.18321681,3.84,20.09,16.19,1,1031,Infected
4112,2,275,1.0,54,403504,49,4696,0,0,0,0,184,0.2333335,3.62,19.51,16.05,4,976,Infected
4112,2,275,1.0,456,442588,456,43644,0,0,0,0,141,0.17934346,4.12,19.1,15.95,1,988,Infected
4151,2,286,1.0,120,452908,120,11520,0,0,0,0,131,0.16629742,4.49,18.68,15.85,1,981,Infected
4151,2,286,1.0,0,452908,0,0,0,0,0,0,118,0.14960995,4.25,18.16,15.71,1,981,Infected
